"pdt_id";"review_detailquestion";"response";"response_percent"
301017650;"향은 좋은가요?";"보통";0
301017650;"향은 좋은가요?";"좋지않음";0
301017650;"발림성은 좋나요?";"좋음";100
301017650;"발림성은 좋나요?";"보통";0
301017650;"발림성은 좋나요?";"좋지않음";0
301017650;"제품에 끈적임이 있나요?";"없음";100
301017650;"제품에 끈적임이 있나요?";"적당함";0
301017650;"제품에 끈적임이 있나요?";"심함";0
301017650;"자극도는 어떤가요?";"순함";100
301017650;"자극도는 어떤가요?";"적당함";0
301017650;"자극도는 어떤가요?";"자극적임";0
301017650;"어떤 피부타입이세요?";"건성";0
301017650;"어떤 피부타입이세요?";"지성";0
301017650;"어떤 피부타입이세요?";"복합성";100
301017650;"어떤 피부타입이세요?";"민감성";0
301060215;"향은 좋은가요?";"좋음";50
301060215;"향은 좋은가요?";"보통";50
301060215;"향은 좋은가요?";"좋지않음";0
301060215;"발림성은 좋나요?";"좋음";50
301060215;"발림성은 좋나요?";"보통";50
301060215;"발림성은 좋나요?";"좋지않음";0
301060215;"제품에 끈적임이 있나요?";"없음";50
301060215;"제품에 끈적임이 있나요?";"적당함";50
301060215;"제품에 끈적임이 있나요?";"심함";0
301060215;"자극도는 어떤가요?";"순함";100
301060215;"자극도는 어떤가요?";"적당함";0
301060215;"자극도는 어떤가요?";"자극적임";0
301060215;"어떤 피부타입이세요?";"건성";0
301060215;"어떤 피부타입이세요?";"지성";50
301060215;"어떤 피부타입이세요?";"복합성";50
301060215;"어떤 피부타입이세요?";"민감성";0
301060204;"향은 좋은가요?";"좋음";100
301060204;"향은 좋은가요?";"보통";0
301060204;"향은 좋은가요?";"좋지않음";0
301060204;"발림성은 좋나요?";"좋음";100
301060204;"발림성은 좋나요?";"보통";0
301060204;"발림성은 좋나요?";"좋지않음";0
301060204;"제품에 끈적임이 있나요?";"없음";100
301060204;"제품에 끈적임이 있나요?";"적당함";0
301060204;"제품에 끈적임이 있나요?";"심함";0
301060204;"자극도는 어떤가요?";"순함";100
301060204;"자극도는 어떤가요?";"적당함";0
301060204;"자극도는 어떤가요?";"자극적임";0
301060204;"어떤 피부타입이세요?";"건성";50
301060204;"어떤 피부타입이세요?";"지성";0
301060204;"어떤 피부타입이세요?";"복합성";50
301060204;"어떤 피부타입이세요?";"민감성";0
301052874;"향은 좋은가요?";"좋음";0
301052874;"향은 좋은가요?";"보통";100
301052874;"향은 좋은가요?";"좋지않음";0
